########## Scenario Component Metadata ##########
#Scenario component type: Pollutant Tax/Cap
#Measure: Emission Cap (Mt)
#Pollutant: CO2 (MT C)
#Sector: Industry-All
#Policy name: Cap_Industry-All_CO2_MN1753295989927
#Market name: Cap_Industry-All_CO2_MN_Mkt1753295989927
#Regions: MN
#Table data:2030    , 40
#Table data:2040    , 22
#Table data:2047    , 12
#Table data:2057    , 2
#################################################
INPUT_TABLE
Variable ID
GLIMPSEEmissionCap

region,pollutant,market,year,cap
MN,Cap_Industry-All_CO2_MN_Mkt1753295989927,Cap_Industry-All_CO2_MN_Mkt1753295989927,2030,40
MN,Cap_Industry-All_CO2_MN_Mkt1753295989927,Cap_Industry-All_CO2_MN_Mkt1753295989927,2040,22
MN,Cap_Industry-All_CO2_MN_Mkt1753295989927,Cap_Industry-All_CO2_MN_Mkt1753295989927,2047,12
MN,Cap_Industry-All_CO2_MN_Mkt1753295989927,Cap_Industry-All_CO2_MN_Mkt1753295989927,2057,2

INPUT_TABLE
Variable ID
GLIMPSEAddCO2Subspecies

region,supplysector,subsector,technology,year,pollutant
MN,other industry,other industry,other industry,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,other industry,other industry,other industry,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,BTL with hydrogen,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,biodiesel,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 1,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,cellulosic ethanol CCS level 2,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,corn ethanol,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 1,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,biomass liquids,biomass liquids,FT biofuels CCS level 2,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 1,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,coal to liquids,coal to liquids,coal to liquids CCS level 2,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas pipeline,gas pipeline,gas pipeline,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,biomass gasification,biomass gasification,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,coal gasification,coal gasification,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas processing,natural gas,natural gas,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,gas to liquids,gas to liquids,gas to liquids,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,biomass,biomass to H2 CCS,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,coal,coal chemical CCS,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,electricity,electrolysis,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2030,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2035,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2040,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2045,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2050,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,gas,natural gas steam reforming CCS,2055,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,nuclear,thermal splitting,2010,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,nuclear,thermal splitting,2015,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,nuclear,thermal splitting,2020,Cap_Industry-All_CO2_MN_Mkt1753295989927
MN,H2 central production,nuclear,thermal splitting,2025,Cap_Industry-All_CO2_MN_Mkt1753295989927
