INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP2

region,policy-name,market,type,constraint-yr,constraint-val
MO,MO_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MO_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
MO,MO_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MO_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
MS,MS_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MS_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
MT,MT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,MT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NC,NC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
ND,ND_Up_Base_load_generation_Tech_Reg_Ea1684416246156,ND_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NE,NE_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NE_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NH,NH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NJ,NJ_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NJ_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NM,NM_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NM_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NV,NV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
NY,NY_Up_Base_load_generation_Tech_Reg_Ea1684416246156,NY_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
OH,OH_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OH_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
OK,OK_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OK_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
OR,OR_Up_Base_load_generation_Tech_Reg_Ea1684416246156,OR_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
PA,PA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,PA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
RI,RI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,RI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
SC,SC_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SC_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
SD,SD_Up_Base_load_generation_Tech_Reg_Ea1684416246156,SD_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
TN,TN_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TN_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
TX,TX_Up_Base_load_generation_Tech_Reg_Ea1684416246156,TX_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
UT,UT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,UT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
VA,VA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
VT,VT_Up_Base_load_generation_Tech_Reg_Ea1684416246156,VT_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
WA,WA_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WA_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2035,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2040,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2045,1.00
WI,WI_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WI_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2050,1.00
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2020,1.00
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2025,1.00
WV,WV_Up_Base_load_generation_Tech_Reg_Ea1684416246156,WV_Up_Base_load_generation_Tech_Reg_Ea_Mkt1684416246156,tax,2030,1.00
